1509391920019,-7.463214,-5.7762737,2.2612174,standing
1509391920124,-6.707082,-6.13759,2.9575288,standing
1509391920229,-6.367301,-6.843473,3.3834512,standing
1509391920335,-6.0514483,-6.8650084,3.8165522,standing
1509391920440,-5.6327047,-7.1473613,4.462614,standing
1509391920545,-5.8935223,-6.9009004,4.412365,standing
1509391920546,-6.384051,-6.4821568,3.8835511,standing
1509391920615,-6.8315086,-6.2213387,3.4600215,standing
1509391920715,-7.243074,-5.9748783,3.1609187,standing
1509391920815,-7.3340015,-5.812166,3.0460632,standing
1509391920915,-7.3292155,-5.76431,3.103491,standing
1509391921015,-7.2358956,-5.9724855,3.3547373,standing
1509391921115,-6.936793,-6.178268,3.455236,standing
1509391921212,-6.7669024,-6.2117677,3.5724843,standing
1509391921315,-6.661618,-6.4701924,3.6610186,standing
1509391921414,-6.4606214,-6.4821568,3.7710886,standing
1509391921514,-6.6424756,-6.4031935,3.6179478,standing
1509391921614,-6.7118673,-6.3792653,3.493521,standing
1509391921714,-6.8195443,-6.3338017,3.3212378,standing
1509391921814,-6.843473,-6.35773,3.2829528,standing
1509391921913,-6.8578296,-6.3744793,3.2446675,standing
1509391922013,-7.0061846,-6.2524457,3.1106694,standing
1509391922113,-6.960721,-6.2955165,3.1944182,standing
1509391922213,-6.927222,-6.300302,3.1944182,standing
1509391922313,-6.8865438,-6.391229,3.1872396,standing
1509391922413,-6.8482585,-6.3696938,3.1657043,standing
1509391922512,-6.8195443,-6.465407,3.2159536,standing
1509391922612,-6.8099732,-6.4366927,3.1657043,standing
1509391922712,-6.6711893,-5.9748783,2.78046,standing
1509391922812,-6.707082,-7.396215,3.505485,standing
1509391922912,-6.108876,-6.7573314,3.330809,standing
1509391923010,-6.1447687,-7.0061846,3.3212378,standing
1509391923111,-6.1902323,-6.946364,3.1728828,standing
1509391923211,-6.5084777,-6.8339014,2.6919255,standing
1509391923311,-6.4438715,-7.2215385,2.8115666,standing
1509391923411,-6.5611196,-6.8171515,2.4023938,standing
1509391923511,-6.853044,-6.908079,2.4358935,standing
1509391923610,-6.9344,-6.6329045,2.0865414,standing
1509391923710,-6.95115,-6.7740808,2.1559331,standing
1509391923810,-7.2358956,-6.4677997,1.8783658,standing
1509391923909,-7.489535,-6.4295144,1.9310079,standing
1509391924010,-7.2670026,-6.410372,1.8735801,standing
1509391924109,-7.04447,-6.04427,2.306681,standing
1509391924209,-7.7312098,-5.8073807,2.3856442,standing
1509391924309,-7.690532,-5.7930236,2.416751,standing
1509391924409,-7.944171,-5.6470613,2.254039,standing
1509391924509,-8.195417,-5.302495,2.2420747,standing
1509391924609,-8.410771,-5.386244,2.37368,standing
1509391924707,-8.183454,-4.912465,2.696711,standing
