6574,9.213121000000001,-2.831676175000000,2.625823200000000,hemi
6636,9.879728804430371,-2.678362083037980,2.349094255253165,hemi
6699,9.816075010126580,-2.335095857405066,2.371285421455697,hemi
6761,8.348205235443036,-2.318922272151922,2.096743937215183,hemi
6824,8.610977712025317,-1.984042849936710,2.946855850063290,hemi
6887,9.302170284810126,-2.918210966139240,2.542045800000000,hemi
6949,9.592127804746838,-3.199527279113926,2.296270387405061,hemi
7012,9.687510334810126,-2.822550137405063,2.315098337405063,hemi
7074,8.587525816772148,-2.504317122151900,2.040235783227851,hemi
7137,10.061348108860766,-2.225915598987346,1.440971400000000,hemi
7200,9.041929963607602,-3.436085569620251,2.447542453797462,hemi
7262,7.664017544240516,-2.642899837721521,2.497578613291141,hemi
7325,9.389569567088607,-3.633206393502109,3.110710147763712,hemi
7387,8.414790812658220,-3.830151379746833,3.176196963544305,hemi
7450,8.535023700000002,-3.313894737088607,2.927221851265823,hemi
7513,9.417731575949373,-3.619911027215188,2.976961072784812,hemi
7575,9.689685463291143,-3.988943656202530,3.327959727088611,hemi
7638,9.397430999999999,-3.311907098607595,3.047382544873417,hemi
7700,9.301685000000001,-3.396787320126577,2.807867131012655,hemi
7763,9.051146858227849,-3.283189488101266,2.169171133670886,hemi
7826,9.892823651898748,-3.076282040506332,2.869944260759498,hemi
7888,9.585334795569622,-2.865484044746833,2.710648858101267,hemi
7951,9.308690877637138,-2.642332265147679,2.906864886835446,hemi
8014,9.007243437974672,-2.601808009556962,2.861321026582276,hemi
8076,7.833359913544303,-2.463740456772151,2.647881030316455,hemi
8139,8.271753139240516,-2.628216700000000,3.325947637974686,hemi
8201,9.383792387341778,-2.748622016118150,4.021004325063350,hemi
8264,7.703242655696191,-2.990789733164558,3.053278908354426,hemi
8327,7.925748653164564,-3.749640346582281,3.574298623860755,hemi
8389,9.584564458227842,-5.063864027215186,3.569541593544295,hemi
8452,9.209303281645603,-4.166812543354436,3.677267534493683,hemi
8514,9.836085111392400,-3.904233158544302,5.114306191772186,hemi
8577,7.801552008227837,-4.312879065126572,3.782284645443020,hemi
8640,8.108513113924047,-3.925715250379745,4.035180268734175,hemi
8702,10.688445060759477,-1.670978967088618,2.025795206835451,hemi
8765,11.920024259493680,-1.489995558227837,1.903337718354443,hemi
8827,9.347588941139231,-1.076459321835458,-0.087970814886089,hemi
8890,8.695021394936703,-1.514925748354442,-0.218481765569617,hemi
8953,9.562800542616035,-1.468757785232067,0.539298207156119,hemi
9015,9.827243863291134,-1.986600092911384,1.445697991645565,hemi
9078,9.365010316455677,-2.174455458227837,1.732086398734170,hemi
9141,9.890593844620257,-2.587561309240508,2.398718323164570,hemi
9203,8.867534010126576,-3.459409886835445,1.902343913164555,hemi
9266,8.805638158227849,-4.001887422278480,2.444470199113924,hemi
9328,9.856622527848087,-3.939931600000000,2.902921968354422,hemi
9391,10.114856613924061,-3.815462400000000,3.140880013924058,hemi
9454,9.674463279746830,-3.345678673164551,2.659176569936708,hemi
9516,9.030883184810127,-3.125706172151899,2.190113987341771,hemi
9579,9.894628801265821,-2.767387335063292,1.584589700000000,hemi
9641,9.293352300000006,-2.800062087784807,1.144905359240510,hemi
9704,8.607468775316464,-3.039923000000000,1.110588476582287,hemi
9767,8.354919005063296,-2.840250965063297,1.556144854177216,hemi
9829,9.161993756962024,-2.591227525822784,2.345318989873420,hemi
9892,9.763730134810121,-3.359961685886069,3.000867315822782,hemi
9954,9.378282000000000,-4.064400700000000,2.817250746993672,hemi
10017,9.680062784810124,-3.364730822784823,3.193116000000000,hemi
10080,9.650757073417720,-2.745099209367082,2.960126857721511,hemi
10142,9.324555223417722,-2.864654020000000,2.729022502594936,hemi
10205,8.300520291139248,-3.133662822215187,2.151494677784813,hemi
10267,7.606988400000000,-3.777115671202552,2.422369859746833,hemi
10330,8.137709474683572,-4.236743000000000,1.747448217721528,hemi
10393,8.817269155274262,-3.792709595274266,2.517491230548529,hemi
10455,10.361164920253163,-4.265466700000000,3.266415737468353,hemi
10518,9.931509805696205,-3.561875798987351,3.377583662911385,hemi
10581,9.499691051898770,-3.553198184746857,3.878963506329140,hemi
10643,9.149946936708872,-3.419754249367085,3.245715384810131,hemi
10706,9.288723657594931,-3.521220241202534,4.139246133164558,hemi
10768,7.697231575822789,-3.311925290379746,3.009454009493669,hemi
10831,7.904530319349007,-3.136399175840870,2.998920293309224,hemi
10894,9.851865032911476,-3.177099764430364,2.445354812215181,hemi
10956,11.673085658227849,-2.120159115822777,1.382615022151887,hemi
11019,10.573678359493670,-1.739206721329116,0.726139494873417,hemi
11081,8.557415129113933,-1.966045118987337,0.379043518911395,hemi
11144,9.037257740506346,-1.779389679367093,0.030553756472161,hemi
11207,9.357563277848119,-2.205366685316474,1.136730633987354,hemi
11269,8.698973189873412,-1.849041575949365,2.436604550632933,hemi
11332,8.854698943037974,-3.595302049177218,3.325129710886075,hemi
11394,8.583981332911399,-4.233264726582299,1.886236928481013,hemi
11457,8.959891853164525,-3.336734300000000,1.755277495569605,hemi
11520,9.217429200000007,-4.033762420000002,2.172467679999988,hemi
11582,9.991962971518985,-3.518651000000000,2.488264651898745,hemi
11645,9.460615480168778,-3.487244810042195,2.927896482109706,hemi
11708,9.631571814873396,-3.413039926075936,2.620526897911369,hemi
11770,9.775814524050640,-3.279286900000000,2.077867372088614,hemi
11833,8.908442375768534,-3.000596160072330,1.554152025099453,hemi
11895,8.688579727848101,-3.152817855696206,1.553866348734181,hemi
11958,8.932785998734175,-3.131160027721520,1.649787631012655,hemi
12021,9.182390807594944,-3.146018732721531,1.864451711075946,hemi
12083,9.365399170886080,-3.325505289113926,2.128685289113927,hemi
12146,9.867045220253157,-3.244333785063288,2.522896800000000,hemi
12208,9.521052126582280,-2.830131027848100,2.400609031645570,hemi
12271,9.089172551265824,-3.135044339556962,2.090793172594937,hemi
12334,8.593168000000000,-3.107575026835449,1.969462873924068,hemi
12396,7.662278277784838,-2.879627865443048,1.770754371265830,hemi
12459,8.810013407594932,-3.523571482025320,2.186235672405064,hemi
12521,9.210636107594937,-3.350823456645570,2.622611420886078,hemi
12584,8.760007549367101,-3.405125645696202,1.955258551518989,hemi
12647,9.105830936708834,-4.261103604810100,3.045134500253138,hemi
12709,9.690267238607575,-4.140997400000000,4.409151868987317,hemi
12772,10.511377111392397,-2.474030065822780,3.515233341772142,hemi
12835,9.828286000000000,-2.784015594936708,3.767831868987341,hemi
12897,8.620800328481032,-3.748252468481033,3.761984251075964,hemi
12960,6.746950513417729,-2.425478492405056,2.864235955696188,hemi
13022,8.001920942278451,-3.240673674177189,2.599808241519013,hemi
13085,9.500060670886091,-3.378510958354431,1.845720765316454,hemi
